mandrake,slang victorian era term for male homosexual
manor,your home
manor,same as ends your is your area
mark,to be named as potential victim for future criminal activities
maroon,color between red and brown stupid person fool
mash,means to have sex
masher,man who attempts to force his unwelcome attentions on woman
massive,people group collective jamaican origin
mate,male companion to share beer and sports with
mate,casual form of address between males in the united kingdom
math,phone number
math,phone number digits mainly used by males to describe the phone number of female
meat,muscle used for food phallus
meat,man penis
melon,single breast see melons
mental,when something is absolutely insane or just down right gnar
messy,when something is out of control in good way
midge,very small person in all regards
midnight,very very black male
milk,to continuously squeeze to try to extract
milk,very hot looking white woman
milk,slang for white person
milk,when something is really good an expression of great approval
mint,nice cool
mint,really awesome
minute,length of time usually longer than little while
minute,used when talking about period of time much longer than an actual sometimes also called an ill or hot
minute,term used talk about long amount of time concieved by people who are or have ever been high because seems like an eternity when you are not sober
minute,it does not mean seconds when used in slang terms usually means long time from week to few months maybe even year
miss,what every young woman likes to be called
mister,relating to the size of man penis if it is especially large then they call him short form mr
mitt,someone face an ugly face
mix,of or pertaining to the degredation of one street cred to severely shut some one down
mix,fight to fight to challenge to fight
mix,to be in bad situation
mob,money over bitches
mob,the act of going somewhere usually in hurry
mob,member of blood gang also name of blood gang set member of the mafia
mod,short for moderator short for modification
moist,when female becomes sexually aroused
mojo,your sex appeal the magic you posses over the opposite sex the way you present yourself
mojo,your cool style essence
mon,jamaican way of saying man
money,currency very hot female something that is very cool
money,to be awesome at everything you do to win at everything
monk,south floridian slang term for vagina
monkey,animal that lives in trees and eats banana
monkey,slang term for vagina
monkey,to fool with something to fix tinker mess with
monster,one of the best energy drinks
monster,ruthless unsympathetic self centered person
mooch,someone who wants something for free someone who takes and takes but doesn give
mooch,person who goes around and just takes from other people
mooch,walking randomly and aimlessly around or just hanging out with nothing to do something to say when you re not sure really what to do
mooch,someone who leeches off other people round here some people say instead of walk
moon,the buttocks to display one nude buttocks
moonlight,to work at secondary job in addition to one regular job
moonlight,to work at second job in the evening or night
moose,affectionate nickname for well endowed friend
mop,large ammount of hair atop of person head
mop,noun metaphoric an unkempt or razzy head of hair esp in reference to hair that is long or big
moped,potential sexual partner who due to appearance or reputation looks like fun ride but you wouldn want your friends to hear about it
moped,referring to fat girl guy has slept with or would sleep with but denies it venomously especially to his friends he may even ignore her completely unless she is naked on top of his dick origin why fat girl like they re lot of fun to ride but you wouldn want your friends to see you on one
moped,girl who is not particularly attractive but is good fuck the whole point being the girl is fun to ride untill your freinds see you on one like
mortal,to be extremely drunk
mostest,more than moster also more than most
moth,irish slang for girl often used instead of bird
mother,female human being whom gave birth to you term of profanity used by most civilizations in the world
mother,the person who might have raised you normally woman
mother,an over protective bossy female adult
mouldy,ireland very very drunk
mountain,an overly large girl
mouth,person whos all talk no action
mouthpiece,lawyer spokesperson spokesman or woman
move,to sell drugs usually weight
mud,coffee more specifically gas station coffee prison term for coffee
muffin,chick who wears tight pants and small shirts so her belly hangs out like top
mug,too look at someone hard glare
mug,slang or euphemism for mutha fucka
mug,to jack and or to use as cuss word
mug,coffe cup person who steals somthing of person slang for stupid
mug,describes person who is stupid or being treated like they stupid mugging off to take the piss out of someone
mug,referring to one or someone else face
mum,keeping quiet
murk,to kill person
murk,to physically beat someone so severely they end up dying from their injuries to beat the living shit outta someone to seriously whoop somebodys ass
murk,to win beat or kill someone or something
muscle,to overcome someone with physical force
mush,slang term meaning the face
mushroom,yummy fungus that grows in the dark and feeds on manure
mushroom,describes person who is always kept in the dark and fed nothing but shit
mushy,overly sentimental or affectionate in cliche way
mustard,good pleasing to oneself exciting
mustard,as in good not as food but naming or calling something means this is good
nail,cigarette abbreviation of coffin
nail,to have sex with or engage in intercourse someone
nail,syringe as in illicit drug use
nappy,tightly coiled curled unaltered hair coiled hair in its natural state
nard,slang for testicle
nasty,incredibly mean disgusting
natural,an alternate term for the afro hairstyle
neck,the act of giving sum head
needle,to annoy
newspaper,homeless person blanket
nick,bag of weed costing short for nickel
nick,to steal something steal
nick,slang mainly brit police station jail or prison to steal
nickel,five cents in united states currency five dollars worth of drugs usually marijuana slang five hundred dollars slang five years in prison in the army etc
nickel,year prison sentence
nighthawk,person who stays up all night and sleeps during the day
nimrod,orginally from the biblical mighty hunter it has come to mean socially inadequade
nimrod,stupid person see dingus
nimrod,supremely annoying person
nincompoop,silly no brain fool
nine,mm handgun
nine,firearm usually semi automatic pistol chambered for the mm parabellum cartridge
ninja,to move steathily or in such mannor as to conceal your actions
nip,the nipple of person
nonce,sexual predator
nonce,person who molests children
nosebag,food snacks scran
nosebag,another word for cocaine
notch,something being of good quality as in top
nous,good sense wits practical intellegence horse sense
number,slang term for woman
number,short form for phone
number,the of people one has had sex with
nun,virgin and or celibate woman
nurse,to drink slowly usually pertains to alcoholic beverages
nut,crazy or insane person male or female
nut,the act of ejaculation semen
nut,verb to ejaculate
nut,fool some one who does something really dumb
nut,the action of letting out cum or sperm
nutty,crazy like using the word nuts
o,an ounce
o,abbreviation for ounce like an ounce of drugs
oat,slang term for money similar to paper
off,to bump to kill to exterminate
on,to hold or possess drugs that you are willing to sell
on,to be high or drunk basically under the influence
one,goodbye shortened form of love
one,can be used as goodbye or later short for love
one,means goodbye spoken as true gangsta
one,another word for peace
onion,an ounce see zone
open,someone who is easy to fuck someone who is in love and willing to do shit for their lover financially sexually in every way possible
orgasm,the highest point of pleasure while having sex
orifice,gynaecologist office
out,in the homosexual world person who no longer hides in the closet and chooses to express him or herself openly in their sexuality
out,among musicians means something bizarre
out,stating the intention of leaving in the immedate future
outfit,hypodermic needle or syringe used by junkies to slam dope rig point
outsider,one who is not inside one who never gets mad at people one who allways gives helpfull information one who will one day snap and destroy the world
owl,verb the act of staying up late at night to owling someone that lives the night life most of the time an
own,to utterly destroy someone moral or pride
ox,razor blade
pachuco,in common usage generally any young hispanic mexican american males perceived through similarity of garb haircuts etc to be members of street gang actual gang in southern california dates back to and rivals the hell angels
pack,verb filling the bowl of pipe with marijuana
pack,to carry weapon
package,aids derived from prison slang the complete
pad,your house or room
pad,place of living
pair,dude two testicles
panhandle,to beg on the streets back formation of panhandler
pansy,one who lacks courage one who backs down from challenge
panther,when older male dates younger female
pants,adjective british slang not good total crap nonsense rubbish bad
pants,what wear on my head to amuse my chums and associates
pants,the act of pulling down someone
papa,another name for grandpa
paper,slang term for money
parlay,means to chill relax have good time
party,the actual drug that being brought to the
patch,female frontal pubic hair area trimmed into the shape of rectangle
peace,tranquility and serenity
peach,damn nice shaved pussy
peaked,looking pale as result of sickness
pebble,small rock of crack
peel,the act of shooting someone
peeler,member of her majesty constabulary police officer especially in the united kingdom and australia derived from the name of sir robert peel who developed the metropolitan police act in which proved to be the foundation for the modern police force in britain
peeper,slang term for penis usually used by little kids
peg,to put tight rolls on one jeans common practice in the and early whereby people roll up their jeans to make them tight against their leg
pepper,an extremely attractive young lady
peter,guy with huge penis both in length and girth
peter,name for courageous boy
peter,to exaust name penis
peter,the penis see also cock pecker
pickle,term of endearment for loved one
pickled,drunk from alcahol
piece,man penis scottish sandwich
piece,formidable work of graffiti short for masterpiece gun bowl used for smoking cannabis
piece,of ass someone you re just fuckin
piece,device for smoking marijuana usually glass
pig,police officer originally underworld derogatory
pig,person who displays undesireable personality traits which are offensive to those surrounding such person
pig,fat ass bitch woman who spends all her time eating
pig,police officer next chinese zodiac word rat
pigskin,an oval shaped ball used in american and canadian football these balls were originaly made from
pimp,live off the earnings of prostitute
pimp,person into marketing prostitutes
pin,combined needle syringe usually insulin type used by drug users
pinch,to steal small amount of marijuana from someone elses bag
pinch,to steal surfer origin
pinch,to steal in particular to steal drugs cf nick lift gank snag boost
pineapple,old style hand grenade
ping,the sound you hear when someone sets off your gaydar
ping,to send short message expecting yes no response originally from submarines where sound was emitted to listen for echoes from other vessels
ping,virtual poke email instant message etc usually sent for reminder purposes
pinhead,stupid person the lead badass from the hellraiser movies
pip,pain in the ass real character someone who tends to be difficult but still likeable
pip,used to describe something really cool
pipe,verb the act of male having sexual intercourse with female sex
piper,one who is damn good lookin lady
pitch,to sell drugs or anything without barcode for that matter
plank,dumb person piece of wood
plank,stupid or silly person having similar mental capacity to piece of wood
plant,used in the entertainment business when someone accomplish something with help or connection with someone from the inside
plastered,drunk when you drink shitload of booze
plastic,credit card
plastic,someone who is fake or has false type of character
plate,an act of oral sex fellatio cunnylingus
play,sex to have fun to be used
player,the male version of the female slut or bimbo
player,womanizer see also play
player,someone who feels he needs to have sex with as many girls as possible to gain respect amongst his peers someone who views women as sex objects and uses them for his own sexual pleasure
player,refers to person who can get anything do anything but cant commit to something
player,man who loves to get in all the girls pants
plod,the police policeman or woman
plough,verb the act of sexual intercourse
plug,source from which to score drugs principally marijuana
plug,something arthur weasley collects
plumber,noun man who has sex with many many women
plumbing,the reproductive system gender neutral
plush,something soft comfortable and luxurious
point,hypodermic needle junkie use
poke,to have sex with to make love to to bang bang
poke,slang term in reference to sexual intercourse see also bone
poke,in northern ireland is another word for ice cream on cone so if offered are not being offered sex if you hear the term pokie this refers to the seller of the ice cream usually in van or other mobile stall
pole,vertically erect penis
police,the people you run from
polluted,when someone is or was very drunk at some time
poof,soft loofah for use with body wash
poop,substance that comes out of your buttocks
pop,synonym of father and dad informal
pop,also another word for popular
pop,adj popular mainstream something that is popular especially music soft drink or soda to shoot to hit to slug to punch
pop,to injest pill orally
pop,carbonated beverage also known as soda
pop,to fire firearm
pope,holy person who does not shit in the woods
pork,to engage in sexual intercourse in careless or sloppy manner to engage in sexual intercourse viloently with the intention of transforming one partner genitals into meat
porker,another word for someone being fat or obese
portion,sexual intercourse usually used to describe said act as served to man by woman made famous by the british comedian jethro
poser,someone who dress diffrent then they act and try to fit into group they don belong in
poser,one who pretends to be what one is not
poser,one who pretends to be someone whose not who tries to fit in but with exaggeration
poser,person who attempts to blend into specific social group
poser,some one trying to be something their not
posse,your crew your hommies group of friends people who may or may not have your back
posse,your group of friends who you tight with and who got your back around haters
posse,group or gang that one hangs with
posse,your homies your peeps the gang of friends you hang out with that make you powerful
post,to stay where you are put to hang out somewhere
pot,another name for marijuana used only by people who don smoke marijuana
pot,term for mariujana of any sort
potato,person who is brainless and unaware of anything
potty,toilet to urinate or deficate
pound,the knocking of fists as form of greeting departure or respect
powder,cocaine or any other similar drug
powder,cocaine in form not rock or crack cocaine
pox,another name for syphilis
pressed,adjective descriptive of someone being all over it
pretty,attractive and nice to look at
prick,an obnoxious nasty person
prick,the penis contemptible person see asshole
prick,penis derogatory term used to sum up the existance of worthless asshole
primo,marijuana cigarette with coke in it
primo,joint or blunt containing and sprinkling of cocaine
primo,of the best quality
princess,girl that is spoiled and usually has money
princess,snobby girl who usually gets what she wants otherwise she honest kind an on off girl who switches between both
princess,prissy bitch who is spoiled and thinks she is the shit
princess,guy who acts like little girl
product,refers to drug paraphernalia drugs
product,drugs cocaine or weed
product,something that is sold most often used as drug term ex drug dealer sells no matter what kind of drug it is it is still
proper,meaning extremely really or very
prospect,any potential girl you want to get with or date
pub,short for public house an english term for bar or place that serves alcohol
pudding,an aphrodisiac recommended and used by bill cosby
pudding,the vagina pussy
pudding,desert given to kids who eat their meat
puff,the action of inhaling then exhaling some type of smoke preferably marijuana or tobacco
pug,very cute smushed in faced dog this is the cutest dog in the world
pull,taking swig off of bottle of liquor
pump,shotgun action obviously sell drugs
pump,the action of repeatedly lifting weights in order to build muscle feeling denoting extreme excitement to reload action shotgun
pump,to copulate the heart to excite
pump,action shotgun to fill your car with petrol to ejaculate with plenty of force
pumpernickel,very inexpensive prostitute
punch,power force strength
punish,to finish or consume something to fuck someone to bash someone to beat someone at something to complete something
punk,movement originating in the in rebellion to pop music
punk,can sometimes be used as an insult
punk,before the music scene took over was only known as male prostitute or male who participates in sodemy
punk,was originaly not music was not originaly style was not originaly trend was not originaly an attitude was originaly male prostitute in the th century of the uk
punt,to kick an object as far and hard as possible
punt,to have bet
punter,also customer in shop establishment uk
puppy,cute young fellow friendly and sexy
puppy,small dog usually cute and playful
puppy,man under the age of because they are still trainable
purse,females pussy or vagina
push,to sell something usually drug
push,moving drugs from one location to another
push,slang for drive
pusher,person who sells hard drugs
pusher,sells to dealer or pushes drugs to market
puss,scottish term meaning ones face
puss,pussy wuss
puss,someone face an very outdated and disused term as anyone under will wonder why the hell you re referring to face as
puss,cat girl or young woman
pussyfoot,to act in an overly cautious wussy manner
quack,doctor of questionable ablitiy and reputation
quality,good pimped kick ass
quality,term used to describe something good
quarter,grams of weed referred to as because grams is of ounce
queen,flamboyant homosexual usually male always fabulous
queen,term of endearment used on woman can be serious and sweet or just way to get her into bed
queer,ill unwell out of sorts faint
quid,british for money it means pounds yeah
racket,noise deception scam job
rad,awesome cool usually surfer slang
rad,flippant and off hand way to refer to something as being cool awesome or otherwise great commonly used in the but is experiencing resurgence particularly from the hipster fixed gear bike scene
rad,it like saying über cool
rad,slang and or abbreviation for the word radical
rage,to party extremly hard excessive drinking taking of pills boozing or any combination of the three not possible to remember the previous night
rail,combination of the words really and nail when alluding to intense sexual intercourse
rail,line of any powered drug this includes but is not limited to cocaine crystak meth special crushed up pills vics addys
rail,to sniff line of powder drug eg coke rit
rail,line of cocaine cut up on table preferably mirror
rail,when person snorts line of coke or meth
raincoat,another way to say condom
raise,to steal shoplift or mug
raise,increament or addition to the income or salary
ram,verb fornicate have sexual intercourse fuck act of sex from male perspective performed by male
ramble,to go or to leave quickly to move on
ramp,the bar uk slang
ramrod,penis
rank,terrible stink or smell
rank,something horrible discusting sick
rank,something that smells horribly bad or disgusting
rank,something completely nasty dirty or gross
rap,when nobody understands what you re saying so you say it again and again in time
rat,snitch person who has tattled on another person
rat,someone who tells the cops vital information that leads to an arrest of another person
ratchet,ghetto dialect of the english term wretched
ratchet,word that people use to call something ghetto or the equivalent of ghetto the irony lies in that of the time ghetto person is using the word
rattle,to engage in the act of sexual intercourse one who is or has been engaged in the act of sexual intercourse
rattle,the physical withdrawal from heroin or other opioid substance
rattler,cockney banter for train
raw,sex without condom
raw,bad evil mean tough heartless
raw,slang term for any uncut drug cocaine and heroin sex without condom
razor,depressed person best friend
reach,reachin to go to to be goin to will go to act of travel
real,adj the action of being true to one self as well as being true to others adj being exactly as appears or as claimed adj free from any intent to deceive or impress others
real,term used when someone agrees with you
real,korean fob term in league of legends
rebound,gettin new or just after relationship has ended
recognize,to respect give honor by public acknowlegement
recruit,enlist new members
red,this describes the condition of the person who has been smoking marijuana and drinking alcohol they are as in in the face from the alcohol and or in the eyes from the marijuana
reefer,slang for marijuana refers to joint bowl plant or sac of marijuana
register,the plume of blood that appears in syringe chamber when injecting suggesting that the venepuncture has been successful drug user slang
reject,to decline something person that is not accepted by anyone
rep,short for represent
rep,short for representative to represent somebody or something
rest,one home place one lives the crib
retard,slang mentally retarted person slang stupid person verb resistant to outside influences or substances
rib,to talk about clown or tease somebody
rib,to make fun of
rib,prank joke or even practical joke
ribbing,the act or instance of joking or teasing see also banter
rice,to take shitty jap car add some vtech stickers spoiler and fuck up the camber
rice,car with mods with no performance reason for them
rice,car that you ve spent more money on stickers and stripes than your parents paid for it
ricer,person who modifies vehicle for looks with really bad taste and no performance
ricer,anyone who installs parts on their car that is not performance orriented and thinks their car is nicer than it is
ricer,any oriental import car that has been modified for no real performance gain
rig,hypodermic needle and syringe addict use
rig,to tamper with the results of something large truck
right,sarcastic version of agreeing with someone about an argument
right,perfect good flawless
righteous,awesome amazing cool exciting etc often associated with surfers
rim,to lick someone anus with your tongue called rimming because it done around the of the anus
ring,the anus or rectum
ring,the act of calling somebody on telephone derived of the sound the telephone makes when somebody is calling it
riot,someone or something funny or entertaining
rip,to inhale marijuana smoke usually from bong to extract the data on cd or dvd to hard disk
ripe,hot appealing perfect flawless
ripe,one who is seventeen years old
ripe,when something smells really really bad
ripped,well defined muscles
ripped,high on marijuana
ripped,an extremely muscular person
ripped,as in weightlifting low body fat muscle definition all over to be made fun of mocked yelled at
rise,to get someone emotionally upset or to get them to acknowledge in profound way what was said
river,the last th board card in texas hold em poker
roast,to make fun of or riddicule another to talk about somebody based on appearance actions or pesonalility
roasting,sexual act of two men and one girl one guy in her mouth one in vagina looks as though the girl is on spit roast
rock,to use to make do with usually to great effect
rock,large stone used to chuck at people
rock,slang for crack cocaine
rock,to wear something or to already be wearing something
rock,to man use wear or operate
rock,form of cocaine basketall stone type of music fake ass wrestler
rocket,an extremely attractive female
rod,slang term for penis
rod,hard penis see also penis
rod,not an erect penis yes this is actually person name
rod,very big or long penis cock dick
roller,cop on patrol police officer driving cop car through neighborhood where drugs are sold
rolling,term used when one is high on ecstasy
roof,the action where an object is thrown onto of building
rook,the way scoobie doo says look
roost,to sit on the toilet for an extended amount of time
rooster,penis
root,very large penis usually refered to when erect
root,to have sex
root,this is slang word for penis
root,male sexual organ used to reproduce
root,slang commonly used in belfast for an erect penis can also be used to describe someone that is particularly irritating
root,kiwi australian slang that is used in place of the more commonly used term fuck
root,term for penis nothing more
roundhead,circumcised penis circumcised man cf cavalier
rubber,see condom
rubber,am english condom brit english an eraser
ruck,to have fight
rudder,to have large penis
rude,something rihanna finds attractive in her men
rug,pubic hair it has been recognized that often person pubic hair is the same colour as his or her eyebrows
rule,something that is higher in quality than all other things
rum,an object person or situation which is bit odd weird or strange
rumba,mean party it can be all night long or just hard party
rumble,noun no holds barred fight between at least two rival street gangs or any other organization verb to fight as such
rumble,huge brawl involving many people
rump,the ass specifically the buttocks
run,to force person to give the user their property
run,to own something to be the king boss to sell peddle drugs to smuggle drug
runner,someone who can do it longer and harder
rusher,big time rush fan most likely obsessed
sack,slang term used for scrotum
sack,bag of marijuana usually preceded by dollar ammount
sack,bag of weed or marjiuana
safe,person who is well alright or good mate
salami,dick johnson nickname for man penis
salt,sailor one who is currently employed in the navy adj pertaining to sailor style
salty,angry agitated annoyed upset
sandwich,sexual intercourse in general though commonly referring to threesome
sappy,having or showing emotion sentimental
sashay,to walk or glide in diagonal or sideways manner to strut or move about in an ostentatious or conspicuous manner
sauce,something that adds extra extravagant in some cases
sauerkraut,an angry upset or bitter german
sausage,penis
sausage,noun male genetalia adj can be used to describe male dominated event
savage,brutal yet awesome
savage,something cool deadly or brilliant
savage,being absurd dramatic and extreme for no apparent reason
sawbuck,ten dollar bill ten dollars worth of weed dime bag
sawbuck,bill alludes to the shape of roman numerals
scab,person who crosses picket line out of choice
scab,the term is derogatory term used to refer to people who continue to work when trade unionists go on strike action
scald,nickname for cup of tea
scam,to make out hardcore
scam,to trick or cheat someone out of their posession ripoff
scarf,to pig out or down food really fast and hastily
scat,sexual practices related to shit
scat,abbreviation of scatophagy meaning the consumption of excrement defecation or faeces substitute for the word shit
scat,fetish involving shit generally sexual
scene,of were something took place
schizophrenic,from the latin for broken mind someone whose mind is permanently blown
school,something that is not useful in life
school,to bring someone up to speed on topic they are unfamiliar with to beat or badly humiliate in competition place where people are taught
school,see prison or hell
scoop,pint always used in the plural
scope,to look to see to perve
score,to succeed in seducing someone sexually
score,to procure illegal materials
score,something beavis and butthead will never do
scrambler,drug runner drug courier especially from delmarva area of the east coast
scrap,to fight with someone
scratch,to engage in sexual act with most commonly intercourse
scream,what women do during sex not so often in men
screamer,girl who makes lot of noise during sex
screamer,bitch who makes lot of noise when fucking according to sean connnery your mother
screw,euphemism for fuck anyway you use it
screw,to do wrong by someone to give someone raw deal
screw,prison guard
screwed,when are in big trouble
scrunch,to simultaneously squeeze and crunch
scud,noun female who appears to be attractive from distance but is in fact unattractive when viewed closely female with an attractive body but an unattractive face female who looks attractive from behind but is unattractive from the front
second,small period of time what comes after first
second,length of time that is very under exaggerated
seed,meaning either your sperm which you plant to grow child or child which you have to feed to make him her grow
seed,seedy person one whom is the seediest
seedy,run down and shady
serve,to make drug deal where you are the dealer
session,group of people smoking up
session,group of people smoking marijuana together in the pass it around sense
set,unit of witch gang you belong to
set,is specific subdivision of the overall gang
set,when group of friends get together to chill drink smoke and just to have good time
set,gang specifically subsidiary gang for example piru bloods is of the bloods gang
sex,when man inserts his penis into woman vagina
sexy,used to describe someone who you think is amazingly attractive and you want in their pants
sexy,person who is very appealing in their physical features
sexy,something very beautiful or appealing not the example pics
sexy,the act of being attractive in sexual manor
sexy,attractive hot pleasurable eye candy
shack,ghetto ass house
shack,to spend the night in someone else room
shack,intr to spend the night at someone place sleep in the same bed and mess around sex may or may not occur
shag,to have sex with
shag,seabird to engage in sexual intercourse adj not very good
shake,the cruddy end bits of large bag of weed
shake,to get into fist fight on
shank,an item that is used as weapon but wasn originaly inteded to be weapon homemade prison blade is perfect example
shank,any sharp object owned by black man
sharp,something that is good or sleek
sharp,when you or an object looks very nice and attractive
sheeny,jew pejorative and outdated hebe
shim,he she she male transvestite
shine,offensive slang used as disparaging term for black person
shine,shortened term for moonshine or whiskey to give off or reflect light to excel in something shortened term for shoeshine disparaging term used for person of the african race
shiner,bruise near the eye
ship,short for romantic relationship popularized in fanfiction circles to endorse romantic relationship
shoot,verb to ejaculate
short,outta luck
shorts,to smoke the last few drags of anothers cigarette
shot,chance opportunity
shotgun,first person to call gets the front passenger seat usually is called when some smelly ass or really fuckin annoying people are going to be in the back seat or is the actual front passenger seat
shotgun,when exhale smoke into someone elses mouth
shotgun,taking beer can poking hole in the bottom and opening it slighty at the top and drinking that fucker down as fast as possible
shotgun,when smoking weed someone holds the lit end of spliff between their teeth and blows the smoke into another person mouth to drink beer extremely fast by poking hole in the bottom and then popping the top it creates vaccum and you get drunk reall fast
shotgun,the hole in the side of the chamber of pipe generally glass used for smoking marijuana and other herbs the is covered for the majority of the hit meaning that the smoker inhales less air along with the smoke to blow marijuana smoke into someone else mouth this can be done by either blowing into blunt or joint and forcing the smoke out the other end or by inhaling the smoke and then blowing it into another mouth
shout,australian term meaning to buy or give something to someone else
shout,australian saying meaning drinks to buy the round of drinks you can mate anything you like as long as you have the money works on reciprocal system unless your mates are tightarses
shrapnel,coins given as tip annoying or inconvenient change
shred,its go hard attitude with conquer all mentality
shrimp,small underdeveloped person most often male pound weakling adj shrimpy
shrimping,to suck on someones toes for sexual gratification sucking cum is feltching
shrimping,toe sucking usually performed by foot or toe fetishist
sick,an adjective similar to cool referring to something that is either great or completely wrong
sick,used by chavs to state that somethings is good
sick,adjective used to indicate extremes of good bad or crazy
sick,cool or entertaining to nausieating degree
simmer,calm the fuck down
sing,to rat on someone or to report on them usually to the police
single,term meaning one dollar bill
single,college dorm room for person
single,it means that you are alone not lonley
sink,drink to make shot in pool
skank,dance style used along with ska music
skate,to goof off or take it easy
skate,verb to leave
skater,one who rides skateboard one who has skills in skateboarding term some posers declare themselves to be
skeet,to pull out of woman and ejaculate on her
skeet,to ejaculate past tense is skeeted
skeet,to ejaculate see well articulated examples below
sketch,person that is creepy perverted shady or mentally unstable person that is sketchy
sketchy,of dubious nature having questionable worth or character
sketchy,dangerous esp with regards to illegality unsafe
ski,to snort cocaine
skin,also refers to seeing someone naked
skin,rolling paper used to roll various substances into cigarette form
skipper,one who skippers boat one who doesn understand sarcasm or literal sayings
skirt,yet another term for female
skirt,to leave one location in hurry see peel out
skirt,esque slang for female dame
skitter,to have the shits cheeky child
skull,to drink an entire beverage in one go
skull,humorous name for oral sex
skunk,to blow line of cocaine off of black man dick resembling white stripe on the back of
slab,austalian slang for pack of beer
slab,terminology for large penis or chubby piece of cock meat
slab,stands for slow loud and bangin mainly heard in the dirty south born in texas
slab,word originated from texas stands for slow loud and bangin usually an older car with rims candy paint sound system etc
slabber,to talk but make no sense to talk shit to drink or eat something
slack,only used in birmingham and solihull area is when something is harsh it can be used in many different ways
slam,to mainline or inject drugs you can snort smoke or
slammer,jail prison
slang,unofficial language words or grammar or interpretation of language usually because the language is too recent or not used widespread enough to be assimilated officially exists in pretty much every language and is part of the natural evolution of language
slang,da current definition of this word is to sell drugs
slant,an asian person
slant,derogatory term used to refer to those of asian descent more accurately it tends to refer to anybody with slanted eyes
slap,badly done make up uncomplimentary term for make up in general used by people who don like make up to annoy people who do also see fake up
slash,generally applies to fanfiction in which two males or two females are in relationship or together
slash,to go for to urinate
slash,verb to take piss urinate primarily used by men
slash,urinate chiefly british
sledge,another word for insult
slice,cut to get cut or slit with knife
slick,smooth cool seemingly effortless can be used in sarcasm
slick,sly sneaky ninja someone who does something underhanded without getting caught
slick,sharp wicked something that has been done well
slider,white castle hamburger found only in states
sling,to sell drugs usually crack but can also refer to meth herione and cocaine
sling,the act of selling drugs
slipping,on the downward trend losing the edge falling into error not paying attention
slipping,messing around not paying attention to important details
slit,very derogative term for female
slope,derogatory term slur used for the purpose of describing vietnamese asian person describing the of their eyes
slug,one of the best emcees out right now
slugger,slang term used to tell someone to chill the hell out in humorous way
slum,more formal name for the ghetto
slummy,loose change coins liverpool uk
slut,term we should start calling men more often
smack,heroin most frequently used in the
smack,gossip talkin shit about one another
smack,disrespectful comments made toward or about someone
smash,to have sex sexual relations any sexual manner to fuck
smash,verb to or to play super bros noun short for super bros
smash,to partake in heavily competitive game of nintendo super bros melee against other competitors
smashed,to be drunk
smasher,when you poop in the shower and smash it down the drain with your foot
smear,to attack someones reputation with false information to defame someone
smoke,to kill
smoke,cigarette
smoke,black person
smoke,refers to marijuana and how what is consumed
smoke,word we use for cannabis
smoker,someone who uses crack
smoothie,iron
smutty,dirty obscene pornographic
snack,used by female to refer to male who is not her boyfriend
snaffle,the act of simultaneously sniffing and licking an object
snag,to catch unexpectedly and quickly to steal
snake,scamming backstabber someone who does something just to get something out of it snitch
snake,penis
snap,one of the three rice krispies elves
snap,to lose your temper and act in an aggressive manner
snatch,another term for vagina
sneak,cheap shotting someone when they dont expect it
snide,fake or counterfeit an underhanded act
sniff,cocaine
snipe,verb to have one night stand with also known as one hitter quitter
snow,finely powdered cocaine
snowball,when man cums in womans mouth then she spits it back into his mouth
snowball,where one person takes cum load in their mouth and then spits it back out into another person mouth
snowflake,very unique white girl that is one of kind
snowflake,deragatory term for white person
snowflake,person who think they are omgunique but is in fact just like everyone else
snuff,verb to kill assasinate destroy murder adj real not staged filmed murder usually of raping and killing woman in some cases it is viewed for sexual arousal
snuff,to punch someone unexpectedly or while he she isn looking
sod,brithish slang term meaning bastard
soda,injectable cocaine often used in hispanic communities
soft,some one who is weak and feable
solid,can be used to describe favor done for someone
son,can be used to address friend talk down to someone
son,term used among guys to call each other
sooty,another rude term for negro
sorry,feeling or expression of remorse
sound,used in agreement with someone or about something reply to someone as form of yes yeah and so on
sow,female pig bitchy skank ass who everyone hates disgusting person
spade,is name given to black person much like nigger but not in friendly fashion
spade,mildly derogative word for black male
spade,offensive nickname for african american
spaghetti,italian currency
spam,the aids equivalent for the internet no known cures
spam,stands for stupid pointless annoying messages
spank,what is feared as kid and usually desired by an adult
spanner,person person who is complete fucking muppet or retard
spark,trans to light bowl of marijuana
special,retarded take any sentence containing the word and replace it with retarded really livens up statement
specimen,person who transcends all definitions of human being
speed,distance divided by time or meth
speed,amphetamine or amphetamine salts not meth you incorrigible fucknuts lacks methyl group don do meth
spend,to come ejaculate issue semen
spike,syringe drug slang in the us
spike,pouring alcohol into something
spit,slang for the term to rap out rhyme
splice,anything or anyone but usually in sexual manner
split,word that is used when male is referring to sex with female
split,to punch the fuck out of someone
spoon,what eat my trix cereal with
spot,to lend money to another
spot,place to chill or have party
spyware,software that collects personal information about the user be that mining one workstation or monitoring one behavior voluntarily using such software makes it no less is malware
squab,to fight or scrap throw your fists at some fool
square,slang term for cigarette
square,another word for cigarette
squat,to sit to defecate especially while crouching nothing
squat,nothing or not meaning anything
squat,very small amount often used with diddley
squeeze,girl or guy who is not one girlfriend but often has sexual relations with that person anyway
squeeze,your current boyfriend or girlfriend
squid,an individual lacking moral character spineless
squid,us navy sailor derogatory
squirrel,this is term for light person who can drink as much if not more than you
squirrel,cute fuzzy animal that eats nuts
stack,thousand dollars
